chokepoint_id,iso_year,iso_week,event_count,avg_tone,n_source_articles,retrieved_at
chokepoint15,2026,7,2,-1.26182965299684,10,2026-08-29T15:30:29.581992+00:00
chokepoint16,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint17,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint18,2026,7,1,-4.05063291139241,10,2026-08-29T15:30:29.581992+00:00
chokepoint19,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint20,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint21,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint22,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint23,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint24,2026,7,2,-0.93994778067885,3,2026-08-29T15:30:29.581992+00:00
chokepoint25,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint26,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint27,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint28,2026,7,2,0.51072522982635,3,2026-08-29T15:30:29.581992+00:00
chokepoint1,2026,8,2,-6.824225995545345,40,2026-08-29T15:30:55.942982+00:00
chokepoint2,2026,8,15,-3.6022946672845158,48,2026-08-29T15:30:55.942982+00:00
chokepoint3,2026,8,34,-5.859361972850919,246,2026-08-29T15:30:55.942982+00:00
chokepoint4,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint5,2026,8,101,-3.5488839004387835,642,2026-08-29T15:30:55.942982+00:00
chokepoint6,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint7,2026,8,96,-5.6334641406313155,493,2026-08-29T15:30:55.942982+00:00
chokepoint8,2026,8,20,-2.4047085397679715,111,2026-08-29T15:30:55.942982+00:00
chokepoint9,2026,8,9,-5.0384804192909165,151,2026-08-29T15:30:55.942982+00:00
chokepoint10,2026,8,7,-3.553956956484029,31,2026-08-29T15:30:55.942982+00:00
chokepoint11,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint12,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint13,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint14,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint15,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint16,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint17,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint18,2026,8,1,-5.50660792951542,10,2026-08-29T15:30:55.942982+00:00
chokepoint19,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint20,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint21,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint22,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint23,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint24,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint25,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint26,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint27,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint28,2026,8,0,,0,2026-08-29T15:30:55.942982+00:00
chokepoint1,2026,9,13,-4.825412019267498,135,2026-08-29T15:31:23.230532+00:00
chokepoint2,2026,9,60,-2.0002892535347714,1817,2026-08-29T15:31:23.230532+00:00
chokepoint3,2026,9,43,-5.899517308897496,1740,2026-08-29T15:31:23.230532+00:00
chokepoint4,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint5,2026,9,113,-3.212158059296802,844,2026-08-29T15:31:23.230532+00:00
chokepoint6,2026,9,27,-5.677029160122579,207,2026-08-29T15:31:23.230532+00:00
chokepoint7,2026,9,71,-5.605902828309067,621,2026-08-29T15:31:23.230532+00:00
chokepoint8,2026,9,8,-4.796419218742504,40,2026-08-29T15:31:23.230532+00:00
chokepoint9,2026,9,13,-5.919209939515893,103,2026-08-29T15:31:23.230532+00:00
chokepoint10,2026,9,16,-1.0932300841082139,63,2026-08-29T15:31:23.230532+00:00
chokepoint11,2026,9,10,-4.205750394803057,74,2026-08-29T15:31:23.230532+00:00
chokepoint12,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint13,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint14,2026,9,1,-3.87811634349031,5,2026-08-29T15:31:23.230532+00:00
chokepoint15,2026,9,1,-9.06976744186046,10,2026-08-29T15:31:23.230532+00:00
chokepoint16,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint17,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint18,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint19,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint20,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint21,2026,9,1,-1.75136182951367,10,2026-08-29T15:31:23.230532+00:00
chokepoint22,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint23,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint24,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint25,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint26,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint27,2026,9,1,-7.87858117326057,2,2026-08-29T15:31:23.230532+00:00
chokepoint28,2026,9,0,,0,2026-08-29T15:31:23.230532+00:00
chokepoint1,2026,10,14,-4.44918141866249,36,2026-08-29T15:31:49.170085+00:00
chokepoint2,2026,10,31,-1.541190129905834,149,2026-08-29T15:31:49.170085+00:00
chokepoint3,2026,10,44,-4.026072372465749,233,2026-08-29T15:31:49.170085+00:00
chokepoint4,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint5,2026,10,95,-3.1151794830701784,499,2026-08-29T15:31:49.170085+00:00
chokepoint6,2026,10,32,-5.292168710373761,160,2026-08-29T15:31:49.170085+00:00
chokepoint7,2026,10,48,-6.0120772651855745,238,2026-08-29T15:31:49.170085+00:00
chokepoint8,2026,10,8,-2.2709232913156714,43,2026-08-29T15:31:49.170085+00:00
chokepoint9,2026,10,5,-3.7023970437162164,18,2026-08-29T15:31:49.170085+00:00
chokepoint10,2026,10,17,-3.9358743922496804,87,2026-08-29T15:31:49.170085+00:00
chokepoint11,2026,10,2,-8.37645832366292,38,2026-08-29T15:31:49.170085+00:00
chokepoint12,2026,10,1,-2.61682242990654,3,2026-08-29T15:31:49.170085+00:00
chokepoint13,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint14,2026,10,1,0.74992840778923,19,2026-08-29T15:31:49.170085+00:00
chokepoint15,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint16,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint17,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint18,2026,10,2,-1.41935483870968,8,2026-08-29T15:31:49.170085+00:00
chokepoint19,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint20,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint21,2026,10,6,-5.585292115574545,22,2026-08-29T15:31:49.170085+00:00
chokepoint22,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint23,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint24,2026,10,11,-3.111687822947424,174,2026-08-29T15:31:49.170085+00:00
chokepoint25,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint26,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint27,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint28,2026,10,0,,0,2026-08-29T15:31:49.170085+00:00
chokepoint1,2026,11,2,-3.17460317460317,10,2026-08-29T15:32:18.859430+00:00
chokepoint2,2026,11,22,-2.974797510427332,106,2026-08-29T15:32:18.859430+00:00
chokepoint3,2026,11,47,-5.755306305192834,369,2026-08-29T15:32:18.859430+00:00
chokepoint4,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint5,2026,11,111,-3.7774224662358566,832,2026-08-29T15:32:18.859430+00:00
chokepoint6,2026,11,15,-3.743217788549829,75,2026-08-29T15:32:18.859430+00:00
chokepoint7,2026,11,84,-6.029473520985844,534,2026-08-29T15:32:18.859430+00:00
chokepoint8,2026,11,3,-3.6682615629984006,12,2026-08-29T15:32:18.859430+00:00
chokepoint9,2026,11,5,2.685382603275578,16,2026-08-29T15:32:18.859430+00:00
chokepoint10,2026,11,9,-1.6116455025853578,46,2026-08-29T15:32:18.859430+00:00
chokepoint11,2026,11,1,-6.57142857142857,10,2026-08-29T15:32:18.859430+00:00
chokepoint12,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint13,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint14,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint15,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint16,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint17,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint18,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint19,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint20,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint21,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint22,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint23,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint24,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint25,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint26,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint27,2026,11,0,,0,2026-08-29T15:32:18.859430+00:00
chokepoint28,2026,11,10,-5.306400249499322,43,2026-08-29T15:32:18.859430+00:00
chokepoint1,2026,12,10,-6.213413662696303,45,2026-08-29T15:32:42.945172+00:00
chokepoint2,2026,12,11,-4.625661288539139,54,2026-08-29T15:32:42.945172+00:00
chokepoint3,2026,12,39,-4.821819159872969,161,2026-08-29T15:32:42.945172+00:00
chokepoint4,2026,12,4,-5.65217391304348,7,2026-08-29T15:32:42.945172+00:00
chokepoint5,2026,12,114,-3.1542825551448326,797,2026-08-29T15:32:42.945172+00:00
chokepoint6,2026,12,9,-3.9881282217051455,66,2026-08-29T15:32:42.945172+00:00
chokepoint7,2026,12,101,-5.956505423431222,956,2026-08-29T15:32:42.945172+00:00
chokepoint8,2026,12,2,-1.93608595072927,8,2026-08-29T15:32:42.945172+00:00
chokepoint9,2026,12,15,-4.252278291348186,139,2026-08-29T15:32:42.945172+00:00
chokepoint10,2026,12,17,-3.7556222597842983,733,2026-08-29T15:32:42.945172+00:00
chokepoint11,2026,12,1,-1.16279069767442,10,2026-08-29T15:32:42.945172+00:00
chokepoint12,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint13,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint14,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint15,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint16,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint17,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint18,2026,12,4,-10.7806691449814,10,2026-08-29T15:32:42.945172+00:00
chokepoint19,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint20,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint21,2026,12,4,-1.75438596491228,16,2026-08-29T15:32:42.945172+00:00
chokepoint22,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint23,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint24,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint25,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint26,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint27,2026,12,0,,0,2026-08-29T15:32:42.945172+00:00
chokepoint28,2026,12,4,-6.606880243277924,15,2026-08-29T15:32:42.945172+00:00
chokepoint1,2026,13,17,-5.794784335637808,140,2026-08-29T15:33:08.740165+00:00
chokepoint2,2026,13,18,-3.1724504871840162,100,2026-08-29T15:33:08.740165+00:00
chokepoint3,2026,13,18,-3.7968961665760697,77,2026-08-29T15:33:08.740165+00:00
chokepoint4,2026,13,13,-5.25237141718324,102,2026-08-29T15:33:08.740165+00:00
chokepoint5,2026,13,105,-4.117672199453342,562,2026-08-29T15:33:08.740165+00:00
chokepoint6,2026,13,9,-2.452244585549133,346,2026-08-29T15:33:08.740165+00:00
chokepoint7,2026,13,51,-6.543432161834744,205,2026-08-29T15:33:08.740165+00:00
chokepoint8,2026,13,9,-2.059064692334351,34,2026-08-29T15:33:08.740165+00:00
chokepoint9,2026,13,8,-3.7903710006456257,40,2026-08-29T15:33:08.740165+00:00
chokepoint10,2026,13,9,-1.9228845111720472,694,2026-08-29T15:33:08.740165+00:00
chokepoint11,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint12,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint13,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint14,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint15,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint16,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint17,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint18,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint19,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint20,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint21,2026,13,1,1.8018018018018,10,2026-08-29T15:33:08.740165+00:00
chokepoint22,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint23,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint24,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint25,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint26,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint27,2026,13,1,0.51502145922746,2,2026-08-29T15:33:08.740165+00:00
chokepoint28,2026,13,0,,0,2026-08-29T15:33:08.740165+00:00
chokepoint1,2026,14,14,-4.0654796017874455,59,2026-08-29T15:33:32.432480+00:00
chokepoint2,2026,14,7,-2.2906251080110005,75,2026-08-29T15:33:32.432480+00:00
chokepoint3,2026,14,22,-4.180182981327748,70,2026-08-29T15:33:32.432480+00:00
chokepoint4,2026,14,4,-5.839666671232923,18,2026-08-29T15:33:32.432480+00:00
chokepoint5,2026,14,106,-4.408476356821805,743,2026-08-29T15:33:32.432480+00:00
chokepoint6,2026,14,14,-2.275267611691453,100,2026-08-29T15:33:32.432480+00:00
chokepoint7,2026,14,76,-6.044240467107331,820,2026-08-29T15:33:32.432480+00:00
chokepoint8,2026,14,8,-1.6239420286406507,48,2026-08-29T15:33:32.432480+00:00
chokepoint9,2026,14,4,-4.049752066115703,18,2026-08-29T15:33:32.432480+00:00
chokepoint10,2026,14,26,-4.185264950458236,125,2026-08-29T15:33:32.432480+00:00
chokepoint11,2026,14,1,3.58126721763086,2,2026-08-29T15:33:32.432480+00:00
chokepoint12,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint13,2026,14,3,-2.76325616131442,10,2026-08-29T15:33:32.432480+00:00
chokepoint14,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint15,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint16,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint17,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint18,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint19,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint20,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint21,2026,14,2,-1.34994807892004,7,2026-08-29T15:33:32.432480+00:00
chokepoint22,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint23,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint24,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint25,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint26,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint27,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint28,2026,14,0,,0,2026-08-29T15:33:32.432480+00:00
chokepoint1,2026,15,3,-3.628533632415953,6,2026-08-29T15:33:54.385367+00:00
chokepoint2,2026,15,20,-4.333990987520231,148,2026-08-29T15:33:54.385367+00:00
chokepoint3,2026,15,275,-7.7665556241547185,10672,2026-08-29T15:33:54.385367+00:00
chokepoint4,2026,15,3,-4.96621918048609,7,2026-08-29T15:33:54.385367+00:00
chokepoint5,2026,15,120,-5.041628639485794,671,2026-08-29T15:33:54.385367+00:00
chokepoint6,2026,15,11,-3.4558017214379504,57,2026-08-29T15:33:54.385367+00:00
chokepoint7,2026,15,59,-6.257920532377726,302,2026-08-29T15:33:54.385367+00:00
chokepoint8,2026,15,2,-1.372066342305455,9,2026-08-29T15:33:54.385367+00:00
chokepoint9,2026,15,21,-3.0435849894092213,83,2026-08-29T15:33:54.385367+00:00
chokepoint10,2026,15,10,-3.479564687937318,61,2026-08-29T15:33:54.385367+00:00
chokepoint11,2026,15,8,-6.258203824683924,59,2026-08-29T15:33:54.385367+00:00
chokepoint12,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint13,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint14,2026,15,1,-4.73429951690822,5,2026-08-29T15:33:54.385367+00:00
chokepoint15,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint16,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint17,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint18,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint19,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint20,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint21,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint22,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint23,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint24,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint25,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint26,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint27,2026,15,0,,0,2026-08-29T15:33:54.385367+00:00
chokepoint28,2026,15,4,-3.1012842149970425,9,2026-08-29T15:33:54.385367+00:00
chokepoint1,2026,16,4,-4.224014419922198,11,2026-08-29T15:34:18.827697+00:00
chokepoint2,2026,16,16,-2.5599050230008142,63,2026-08-29T15:34:18.827697+00:00
chokepoint3,2026,16,57,-7.122043747495882,275,2026-08-29T15:34:18.827697+00:00
chokepoint4,2026,16,1,-9.27318295739348,4,2026-08-29T15:34:18.827697+00:00
chokepoint5,2026,16,65,-3.588268758280868,521,2026-08-29T15:34:18.827697+00:00
chokepoint6,2026,16,22,-3.3236126511281197,219,2026-08-29T15:34:18.827697+00:00
chokepoint7,2026,16,78,-7.22155235410324,369,2026-08-29T15:34:18.827697+00:00
chokepoint8,2026,16,4,-2.1288300083470775,11,2026-08-29T15:34:18.827697+00:00
chokepoint9,2026,16,5,-6.049728513731038,76,2026-08-29T15:34:18.827697+00:00
chokepoint10,2026,16,5,-0.41088120234252,62,2026-08-29T15:34:18.827697+00:00
chokepoint11,2026,16,1,-5.05836575875486,8,2026-08-29T15:34:18.827697+00:00
chokepoint12,2026,16,2,-7.37913486005088,20,2026-08-29T15:34:18.827697+00:00
chokepoint13,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint14,2026,16,1,-3.33333333333334,8,2026-08-29T15:34:18.827697+00:00
chokepoint15,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint16,2026,16,1,-1.20785103170609,6,2026-08-29T15:34:18.827697+00:00
chokepoint17,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint18,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint19,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint20,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint21,2026,16,1,-4.99001996007984,2,2026-08-29T15:34:18.827697+00:00
chokepoint22,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint23,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint24,2026,16,1,0.894266175697,4,2026-08-29T15:34:18.827697+00:00
chokepoint25,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint26,2026,16,0,,0,2026-08-29T15:34:18.827697+00:00
chokepoint27,2026,16,1,-5.43130990415336,2,2026-08-29T15:34:18.827697+00:00
chokepoint28,2026,16,2,-6.65024630541872,10,2026-08-29T15:34:18.827697+00:00
chokepoint1,2026,17,1,-6.61375661375662,5,2026-08-29T15:34:43.505615+00:00
chokepoint2,2026,17,29,-3.6850462484827435,127,2026-08-29T15:34:43.505615+00:00
chokepoint3,2026,17,35,-4.981833093339375,530,2026-08-29T15:34:43.505615+00:00
chokepoint4,2026,17,4,-5.71428571428571,8,2026-08-29T15:34:43.505615+00:00
chokepoint5,2026,17,93,-4.157713536104788,703,2026-08-29T15:34:43.505615+00:00
chokepoint6,2026,17,9,-4.751832166422994,40,2026-08-29T15:34:43.505615+00:00
chokepoint7,2026,17,19,-4.409034305052569,465,2026-08-29T15:34:43.505615+00:00
chokepoint8,2026,17,5,-4.207829515886388,31,2026-08-29T15:34:43.505615+00:00
chokepoint9,2026,17,5,-5.164086084331484,16,2026-08-29T15:34:43.505615+00:00
chokepoint10,2026,17,9,-6.3166198475148745,64,2026-08-29T15:34:43.505615+00:00
chokepoint11,2026,17,7,-10.950614011838535,50,2026-08-29T15:34:43.505615+00:00
chokepoint12,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint13,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint14,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint15,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint16,2026,17,1,-1.20785103170609,2,2026-08-29T15:34:43.505615+00:00
chokepoint17,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint18,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint19,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint20,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint21,2026,17,1,0.20283975659229,4,2026-08-29T15:34:43.505615+00:00
chokepoint22,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint23,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint24,2026,17,1,0.894266175697,4,2026-08-29T15:34:43.505615+00:00
chokepoint25,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint26,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint27,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint28,2026,17,0,,0,2026-08-29T15:34:43.505615+00:00
chokepoint1,2026,18,1,-0.06743088334458,10,2026-08-29T15:35:07.645334+00:00
chokepoint2,2026,18,31,-3.8712682573209047,126,2026-08-29T15:35:07.645334+00:00
chokepoint3,2026,18,36,-5.061925023798327,1846,2026-08-29T15:35:07.645334+00:00
chokepoint4,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint5,2026,18,113,-3.754325165260012,818,2026-08-29T15:35:07.645334+00:00
chokepoint6,2026,18,18,-3.27647840396737,400,2026-08-29T15:35:07.645334+00:00
chokepoint7,2026,18,33,-2.3578132674744205,156,2026-08-29T15:35:07.645334+00:00
chokepoint8,2026,18,9,-5.608800889964627,66,2026-08-29T15:35:07.645334+00:00
chokepoint9,2026,18,8,-4.278342162865174,513,2026-08-29T15:35:07.645334+00:00
chokepoint10,2026,18,9,-1.5658809529492332,326,2026-08-29T15:35:07.645334+00:00
chokepoint11,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint12,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint13,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint14,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint15,2026,18,2,-9.65732087227414,6,2026-08-29T15:35:07.645334+00:00
chokepoint16,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint17,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint18,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint19,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint20,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint21,2026,18,2,3.93013100436682,5,2026-08-29T15:35:07.645334+00:00
chokepoint22,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint23,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint24,2026,18,9,-7.612456747404841,24,2026-08-29T15:35:07.645334+00:00
chokepoint25,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint26,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint27,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint28,2026,18,0,,0,2026-08-29T15:35:07.645334+00:00
chokepoint1,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint2,2026,19,25,-7.412424104095795,125,2026-08-29T15:35:32.484472+00:00
chokepoint3,2026,19,30,-2.9082348776489693,150,2026-08-29T15:35:32.484472+00:00
chokepoint4,2026,19,1,-5.72519083969466,1,2026-08-29T15:35:32.484472+00:00
chokepoint5,2026,19,84,-4.091841147576129,550,2026-08-29T15:35:32.484472+00:00
chokepoint6,2026,19,86,-5.2741592659159275,1158,2026-08-29T15:35:32.484472+00:00
chokepoint7,2026,19,62,-3.1267897781040497,297,2026-08-29T15:35:32.484472+00:00
chokepoint8,2026,19,5,-7.078185297107351,31,2026-08-29T15:35:32.484472+00:00
chokepoint9,2026,19,5,-4.158842291915936,29,2026-08-29T15:35:32.484472+00:00
chokepoint10,2026,19,14,-1.9533024513553368,473,2026-08-29T15:35:32.484472+00:00
chokepoint11,2026,19,2,-7.76942355889724,10,2026-08-29T15:35:32.484472+00:00
chokepoint12,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint13,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint14,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint15,2026,19,2,-5.49450549450549,10,2026-08-29T15:35:32.484472+00:00
chokepoint16,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint17,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint18,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
chokepoint19,2026,19,0,,0,2026-08-29T15:35:32.484472+00:00
